Day_of_week,Age_band_of_driver,Sex_of_driver,Driving_experience,Defect_of_vehicle,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Accident_severity
Thursday,18-30,Male,Above 10yr,No defect,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Reversing,Driver or rider,Female,31-50,3,Slight Injury
Thursday,18-30,Male,2-5yr,No defect,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,Driver or rider,Female,18-30,3,Slight Injury
Sunday,31-50,Male,2-5yr,,Dry,Daylight,Normal,Vehicle with vehicle collision,1,2,Going straight,Passenger,Male,Under 18,3,Slight Injury
Sunday,31-50,Male,2-5yr,No defect,Dry,Daylight,Normal,Vehicle with vehicle collision,1,2,Going straight,Driver or rider,Male,Under 18,3,Slight Injury
Sunday,18-30,Male,1-2yr,No defect,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Passenger,Male,Under 18,3,Slight Injury
Wednesday,Over 51,Male,5-10yr,No defect,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Female,Under 18,3,Slight Injury
Tuesday,18-30,Male,2-5yr,No defect,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Slight Injury
Tuesday,31-50,Male,1-2yr,No defect,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Driver or rider,Female,31-50,2,Slight Injury
Monday,31-50,Male,1-2yr,No defect,Dry,Daylight,Normal,Collision with roadside objects,3,1,Turnover,na,na,na,na,Slight Injury
Monday,Unknown,Male,No Licence,No defect,Dry,Daylight,Normal,Collision with roadside objects,3,1,Going straight,na,na,na,na,Slight Injury
Monday,18-30,Male,5-10yr,No defect,Dry,Daylight,Normal,Collision with pedestrians,3,1,Other,Driver or rider,Male,31-50,3,Slight Injury
Tuesday,18-30,Male,1-2yr,No defect,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,na,na,na,na,Serious Injury
Monday,31-50,Male,2-5yr,,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Passenger,Female,Under 18,3,Slight Injury
Monday,Unknown,Male,5-10yr,7,Dry,Daylight,Normal,Collision with pedestrians,2,1,Going straight,na,na,na,na,Slight Injury
Saturday,31-50,Male,,,Dry,Daylight,Normal,Vehicle with vehicle collision,1,2,Going straight,Driver or rider,Male,18-30,2,Slight Injury
Saturday,31-50,Male,,5,Dry,Daylight,Normal,Vehicle with vehicle collision,1,2,Going straight,Pedestrian,Female,Under 18,3,Slight Injury
Wednesday,31-50,Male,2-5yr,No defect,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,na,na,na,na,Slight Injury
Wednesday,Unknown,Male,Above 10yr,No defect,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,Driver or rider,Female,18-30,3,Slight Injury
Tuesday,31-50,Male,Above 10yr,No defect,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,Passenger,Male,Under 18,3,Slight Injury
Tuesday,31-50,Male,,,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,Passenger,Male,Under 18,3,Slight Injury
Monday,31-50,Male,Above 10yr,,Dry,Daylight,Normal,Collision with roadside objects,1,1,Going straight,na,na,na,na,Slight Injury
Monday,31-50,Male,,No defect,Dry,Daylight,Normal,Collision with pedestrians,1,1,Unknown,Driver or rider,Male,31-50,3,Slight Injury
Wednesday,31-50,Male,5-10yr,,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Turnover,na,na,na,na,Slight Injury
Wednesday,18-30,Male,Above 10yr,,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Getting off,na,na,na,na,Slight Injury
Wednesday,18-30,Male,Above 10yr,,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Driver or rider,Male,18-30,3,Slight Injury
Wednesday,Over 51,Male,,No defect,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Male,Over 51,1,Slight Injury
Monday,31-50,Male,5-10yr,No defect,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Slight Injury
Monday,Unknown,Male,Above 10yr,No defect,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Turnover,Driver or rider,Male,18-30,3,Slight Injury
Monday,18-30,Male,Below 1yr,,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Reversing,Passenger,Male,Over 51,3,Slight Injury
Monday,31-50,Male,2-5yr,,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,na,na,na,na,Slight Injury
Wednesday,31-50,Male,2-5yr,,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,na,na,na,na,Slight Injury
Wednesday,31-50,Male,5-10yr,No defect,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,31-50,3,Slight Injury
Sunday,18-30,Male,,No defect,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Female,Over 51,3,Slight Injury
Sunday,18-30,Male,Below 1yr,No defect,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,na,na,na,na,Slight Injury
Tuesday,18-30,Male,Above 10yr,No defect,Dry,Daylight,Normal,Collision with roadside objects,1,1,Going straight,Driver or rider,Male,Under 18,3,Slight Injury
Friday,18-30,Male,Below 1yr,No defect,Dry,Darkness - lights lit,Normal,Collision with roadside objects,1,1,Going straight,na,na,na,na,Slight Injury
Tuesday,18-30,Male,5-10yr,No defect,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3,Slight Injury
Tuesday,31-50,Male,5-10yr,,Dry,Daylight,Normal,Collision with pedestrians,2,1,Going straight,Driver or rider,Female,18-30,3,Slight Injury
Monday,31-50,Male,,,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Passenger,Female,Under 18,3,Fatal injury
Monday,18-30,Male,1-2yr,No defect,Dry,Daylight,Normal,Collision with pedestrians,2,1,Going straight,Driver or rider,Female,18-30,3,Fatal injury
Monday,18-30,Male,5-10yr,No defect,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,na,na,na,na,Slight Injury
Monday,18-30,Male,5-10yr,No defect,Dry,Daylight,Normal,Collision with pedestrians,2,1,Moving Backward,Driver or rider,Female,18-30,2,Slight Injury
Sunday,Under 18,Male,5-10yr,No defect,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Female,31-50,3,Slight Injury
Sunday,31-50,Male,5-10yr,,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Moving Backward,Driver or rider,Female,Over 51,3,Slight Injury
Friday,31-50,Male,Above 10yr,,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,Over 51,3,Slight Injury
Friday,31-50,Male,5-10yr,No defect,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,na,na,na,na,Slight Injury
Tuesday,31-50,Male,No Licence,No defect,Dry,Daylight,Normal,Vehicle with vehicle collision,2,3,,na,na,na,na,Slight Injury
Tuesday,18-30,Male,Below 1yr,No defect,Dry,Daylight,Normal,Vehicle with vehicle collision,2,3,Going straight,Driver or rider,Male,Over 51,3,Slight Injury
Tuesday,18-30,Male,5-10yr,,Dry,Daylight,Normal,Vehicle with vehicle collision,2,3,Going straight,Driver or rider,Male,31-50,3,Slight Injury
Monday,18-30,Male,5-10yr,,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Slight Injury
Monday,Unknown,Female,5-10yr,,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,3,Slight Injury
Tuesday,Unknown,Male,5-10yr,,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,Passenger,Female,Under 18,3,Slight Injury
Tuesday,Unknown,Female,5-10yr,No defect,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Slight Injury
Wednesday,18-30,Male,2-5yr,No defect,Dry,Daylight,Normal,Vehicle with vehicle collision,2,4,Moving Backward,na,na,na,na,Slight Injury
Wednesday,18-30,Male,5-10yr,No defect,Dry,Daylight,Normal,Rollover,2,4,Moving Backward,Driver or rider,Female,Under 18,3,Slight Injury
Wednesday,18-30,Male,Above 10yr,No defect,Dry,Daylight,Normal,Collision with roadside objects,2,4,Moving Backward,na,na,na,na,Slight Injury
Wednesday,18-30,Male,1-2yr,No defect,Dry,Daylight,Normal,Vehicle with vehicle collision,2,4,Going straight,Driver or rider,Male,31-50,3,Slight Injury
Wednesday,18-30,Male,Below 1yr,,Dry,Daylight,Normal,Vehicle with vehicle collision,2,4,Going straight,Passenger,Female,31-50,3,Slight Injury
Friday,Unknown,Male,1-2yr,No defect,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Male,Under 18,3,Slight Injury
Friday,31-50,Male,5-10yr,,Dry,Darkness - lights lit,Normal,Collision with pedestrians,2,1,Going straight,na,na,na,na,Slight Injury
Monday,31-50,Male,1-2yr,,Dry,Daylight,Normal,Collision with pedestrians,2,1,Other,Driver or rider,Female,18-30,3,Slight Injury
Monday,18-30,Male,5-10yr,,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,31-50,1,Slight Injury
Sunday,Over 51,Male,2-5yr,,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,na,na,na,na,Slight Injury
Sunday,31-50,Male,Below 1yr,No defect,Dry,Daylight,Normal,Collision with pedestrians,2,2,Going straight,Driver or rider,Male,31-50,2,Slight Injury
Wednesday,31-50,Male,5-10yr,No defect,Dry,Daylight,Normal,Collision with pedestrians,2,1,Reversing,Pedestrian,Male,31-50,2,Slight Injury
Wednesday,18-30,Male,5-10yr,No defect,Dry,Daylight,Normal,Collision with pedestrians,2,1,Moving Backward,na,na,na,na,Slight Injury
Wednesday,18-30,Male,5-10yr,No defect,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,3,Slight Injury
Wednesday,31-50,Female,2-5yr,,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Pedestrian,Female,18-30,3,Slight Injury
Monday,31-50,Male,Above 10yr,No defect,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Reversing,na,na,na,na,Serious Injury
Tuesday,Unknown,Female,5-10yr,No defect,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Going straight,Passenger,Male,18-30,3,Serious Injury
Saturday,31-50,Male,Above 10yr,No defect,Dry,Daylight,Normal,Collision with roadside objects,2,1,Reversing,Passenger,Female,18-30,3,Slight Injury
Saturday,Unknown,Female,2-5yr,No defect,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,Pedestrian,Male,18-30,3,Slight Injury
Tuesday,Unknown,Male,Below 1yr,,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,,na,na,na,na,Slight Injury
Tuesday,Unknown,Female,Below 1yr,,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,Over 51,2,Slight Injury
Friday,18-30,Male,5-10yr,,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Serious Injury
Friday,Unknown,Female,2-5yr,,Dry,Daylight,Normal,Collision with pedestrians,2,1,Going straight,Driver or rider,Male,31-50,2,Serious Injury
Tuesday,18-30,Male,Below 1yr,,Dry,Daylight,Normal,Rollover,2,1,Going straight,na,na,na,na,Slight Injury
Tuesday,Unknown,Male,2-5yr,,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,31-50,3,Slight Injury
Wednesday,18-30,Male,5-10yr,,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3,Slight Injury
Wednesday,18-30,Male,Above 10yr,,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Slight Injury
Monday,Unknown,Female,Above 10yr,,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,na,na,na,na,Slight Injury
Monday,31-50,Male,5-10yr,,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,31-50,2,Slight Injury
Friday,Unknown,Male,1-2yr,,Dry,Daylight,Normal,Rollover,2,1,Going straight,na,na,na,na,Slight Injury
Friday,31-50,Male,5-10yr,No defect,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Driver or rider,Male,31-50,3,Slight Injury
Thursday,31-50,Male,5-10yr,,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Slight Injury
Thursday,18-30,Male,1-2yr,No defect,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,3,Slight Injury
Tuesday,31-50,Male,5-10yr,No defect,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Slight Injury
Tuesday,31-50,Male,Above 10yr,No defect,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,3,Slight Injury
Friday,Unknown,Male,Below 1yr,,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Moving Backward,na,na,na,na,Serious Injury
Friday,18-30,Male,5-10yr,,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Male,31-50,3,Slight Injury
Sunday,18-30,Male,Above 10yr,,Dry,Daylight,Normal,Collision with pedestrians,1,3,Going straight,Pedestrian,Female,Over 51,2,Slight Injury
Sunday,18-30,Male,Below 1yr,No defect,Dry,Daylight,Normal,Vehicle with vehicle collision,1,3,Going straight,Driver or rider,Male,18-30,3,Slight Injury
Sunday,18-30,Male,1-2yr,No defect,Dry,Daylight,Normal,Vehicle with vehicle collision,1,3,,na,na,na,na,Slight Injury
Monday,18-30,Male,Above 10yr,No defect,Dry,Daylight,Normal,Collision with roadside objects,1,1,Turnover,na,na,na,na,Slight Injury
Thursday,31-50,Male,Above 10yr,,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,3,Serious Injury
Thursday,31-50,Male,Above 10yr,No defect,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Serious Injury
Monday,18-30,Male,No Licence,,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Slight Injury
Monday,Unknown,Female,1-2yr,,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Driver or rider,Female,31-50,3,Slight Injury
Friday,18-30,Male,1-2yr,,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Slight Injury
Friday,Unknown,Female,Below 1yr,,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,31-50,3,Slight Injury
Thursday,31-50,Male,1-2yr,,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Female,Under 18,3,Slight Injury
Thursday,31-50,Male,2-5yr,,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Male,Under 18,3,Slight Injury
Thursday,31-50,Male,5-10yr,,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Slight Injury
Thursday,31-50,Male,Above 10yr,No defect,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Turnover,Driver or rider,Male,31-50,3,Slight Injury
Tuesday,18-30,Male,2-5yr,,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,,Driver or rider,Female,Over 51,3,Slight Injury
Monday,18-30,Male,Above 10yr,,Dry,Daylight,Normal,Collision with roadside objects,2,1,Reversing,Driver or rider,Female,31-50,3,Slight Injury
Monday,18-30,Male,5-10yr,No defect,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,na,na,na,na,Slight Injury
Monday,18-30,Male,,,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,Over 51,3,Slight Injury
Monday,18-30,Male,5-10yr,,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Male,Under 18,3,Slight Injury
Tuesday,18-30,Male,Below 1yr,,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Turnover,Driver or rider,Male,Over 51,3,Serious Injury
Tuesday,31-50,Male,2-5yr,,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Other,Pedestrian,Male,18-30,2,Serious Injury
Thursday,31-50,Male,2-5yr,,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,na,na,na,na,Slight Injury
Wednesday,31-50,Male,2-5yr,,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,na,na,na,na,Slight Injury
Saturday,18-30,Male,2-5yr,,Dry,Darkness - lights lit,Normal,Collision with roadside objects,3,2,Other,Driver or rider,Male,31-50,3,Slight Injury
Saturday,Unknown,Female,5-10yr,,Dry,Darkness - lights lit,Normal,Rollover,3,2,Going straight,na,na,na,na,Slight Injury
Saturday,31-50,Male,5-10yr,,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,2,Turnover,na,na,na,na,Slight Injury
Sunday,31-50,Male,Above 10yr,,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Male,18-30,3,Slight Injury
Sunday,31-50,Male,5-10yr,,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Turnover,Driver or rider,Male,Over 51,3,Slight Injury
Thursday,31-50,Male,5-10yr,No defect,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Slight Injury
Thursday,31-50,Male,Above 10yr,,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,na,na,na,na,Slight Injury
Friday,31-50,Male,,No defect,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,,Driver or rider,Male,18-30,3,Slight Injury
Friday,18-30,Male,5-10yr,No defect,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,2,Slight Injury
Friday,Over 51,Male,5-10yr,,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Pedestrian,Male,Under 18,3,Slight Injury
Friday,31-50,Male,Below 1yr,,Dry,Darkness - lights lit,Normal,Collision with roadside objects,1,1,Reversing,na,na,na,na,Slight Injury
Friday,31-50,Male,,No defect,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Reversing,Driver or rider,Male,18-30,3,Slight Injury
Friday,31-50,Male,5-10yr,7,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Reversing,na,na,na,na,Slight Injury
Thursday,18-30,Male,5-10yr,7,Dry,Daylight,Unknown,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3,Serious Injury
Thursday,Unknown,Female,Above 10yr,No defect,Dry,Daylight,Unknown,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,2,Serious Injury
Saturday,31-50,Male,Above 10yr,No defect,Dry,Daylight,Normal,Collision with pedestrians,2,1,Going straight,na,na,na,na,Slight Injury
Saturday,18-30,Male,Above 10yr,No defect,Dry,Daylight,Normal,Collision with pedestrians,2,1,Going straight,na,na,na,na,Slight Injury
Wednesday,18-30,Male,Above 10yr,No defect,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,Passenger,Female,18-30,3,Serious Injury
Wednesday,18-30,Male,Above 10yr,No defect,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Passenger,Female,Under 18,3,Serious Injury
Saturday,31-50,Male,Above 10yr,,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Moving Backward,na,na,na,na,Serious Injury
Saturday,Unknown,Female,5-10yr,,Dry,Darkness - lights lit,Normal,Rollover,1,1,Moving Backward,Pedestrian,Female,Under 18,3,Slight Injury
Wednesday,18-30,Male,2-5yr,No defect,Dry,Daylight,Normal,Vehicle with vehicle collision,1,2,Going straight,Pedestrian,Female,Under 18,3,Slight Injury
Wednesday,18-30,Male,Below 1yr,,Dry,Daylight,Normal,Vehicle with vehicle collision,1,2,Other,na,na,na,na,Slight Injury
Friday,31-50,Male,Below 1yr,,Dry,Daylight,Normal,Collision with pedestrians,1,1,Going straight,Driver or rider,Male,Under 18,3,Slight Injury
Wednesday,31-50,Male,2-5yr,,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,na,na,na,na,Slight Injury
Wednesday,18-30,Male,Below 1yr,,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Passenger,Female,Over 51,3,Slight Injury
